uniqid,actual,predicted,correct,domain,confidence,reasoning
703050904,East,East,True,NA,high,"Very high religious commitment combined with traditional family and gender norms, low tolerance of out-groups, strong preference for income inequality as incentive but state ownership, and skeptical views on political institutions and democracy align much more closely with older Eastern European value profiles than with Western European patterns."
528721012,West,West,True,NA,medium,"Very low religiosity with liberal attitudes on sexuality and abortion, moderate-left economic views, relatively high acceptance of euthanasia/divorce/casual sex, and only moderate emphasis on authority and obedience together align more with secularized Western European profiles than with typical Eastern patterns."
300721082,West,West,True,NA,medium,"Secular but strongly theistic beliefs with moderate liberalism on homosexuality and abortion, strong support for democratic elections, low acceptance of army rule, middling left-right and economic views, and relatively high generalized democratic/egalitarian norms together align more with value patterns typical of Western than Eastern Europe."
826071706,West,West,True,NA,medium,"Very secular profile with atheism and rejection of religious authority, liberal on sexuality and euthanasia but not generally anti‑authoritarian (accepts strong leaders, low emphasis on civil rights, low political interest), plus moderate-left economics and relatively high interpersonal trust, together align more with Western European value patterns than Eastern ones."
300720907,West,East,False,NA,medium,"Strong traditional religiosity combined with high importance of family, relatively authoritarian preferences (strong leader, army takeover more acceptable, low gender equality), modest institutional trust profile, and centrist economics align more closely with contemporary Eastern European value patterns than Western ones."
826051703,West,East,False,NA,high,"Strong personal religiosity with low tolerance for homosexuality/abortion, high support for redistribution and equalizing incomes, relatively positive view of strong state authority, and mixed but not very liberal stances on gender and democracy align far more closely with contemporary Eastern European value profiles than Western ones."
276720796,West,East,False,NA,high,"Strongly religious, highly moralistic responses (never justifiable on all behaviors, God absolutely important, weekly church, religious membership) combined with low tolerance toward minorities (immigrants, homosexuals), support for income redistribution/taxing rich, high value on authority/respect and “strong leader” democracy items point clearly to an Eastern rather than Western European value profile."
703720812,East,East,True,NA,high,"The combination of relatively high church attendance and strong belief in God with low satisfaction with the political system, moderate-left economic views, lower trust in institutions, and a more critical view of democracy’s implementation fits contemporary Eastern European value patterns more than Western ones."
578050447,West,West,True,NA,medium,"Strong support for gender equality and homosexuality, post-materialist leanings, generally tolerant democratic values with moderate religiosity and centrist economics fit Western patterns more than the typically more traditional, authority‐oriented profiles in Eastern Europe."
826070802,West,East,False,NA,medium,"Strong traditional religiosity combined with low tolerance toward out-groups (immigrants, different race, homosexuals), support for strong authority (experts/strong leader), and relatively right-leaning, inequality-tolerant economic views together align more with contemporary Eastern than Western European value profiles."
100051007,East,East,True,NA,medium,"Strongly statist economic views (state ownership, skepticism of competition), low institutional confidence combined with high support for strong leaders/experts and mixed democratic norms, alongside relatively traditional stances on abortion/divorce and low tolerance for out‑groups, together align more with contemporary Eastern than Western European value patterns."
705050157,East,West,False,NA,medium,"Strong secularism combined with very high acceptance of homosexuality and liberal views on abortion/divorce, plus relatively left-leaning economics but strong support for democracy and skepticism of strong leaders, aligns more with older Western European than Eastern European value profiles."
807050433,East,East,True,NA,medium,"Low religiosity but moderate importance of God, relatively authoritarian leanings (order over participation, strong-leader/experts over democracy, low political interest), low institutional confidence with belief elections are often unfair, mixed but somewhat restrictive social tolerance, and egalitarian economic views with strong support for state redistribution together align more with contemporary Eastern than Western European response profiles."
40051562,West,East,False,NA,high,"Very traditional religiosity combined with strong economic rightism, authoritarian gender and leadership views, high support for state income equalization/taxing rich, low generalized trust and somewhat skeptical democratic attitudes are much more characteristic of Eastern than Western European value profiles."
528051310,West,East,False,NA,medium,"Strong religious commitment and belief in hell/heaven combined with traditional family orientation (duty to have children, obedience and religious faith as child qualities, rejection of homosexuality as parents yet acceptance of death penalty and political violence) and moderate-right economic/left-right placement align more closely with prevailing value patterns in Eastern than in Western Europe."
250051599,West,East,False,NA,high,"Very religious, highly authoritarian, intolerant attitudes (especially toward minorities and homosexuality), strong emphasis on obedience and traditional family duties, combined with economically left on ownership but right on incentives and low political trust, match an Eastern European profile much more than Western European patterns."
352050154,West,West,True,NA,medium,"Strongly liberal views on homosexuality and divorce combined with low religiosity, moderate-left economics, support for democracy with skepticism toward strong leaders, and relatively high trust align more with Western European value patterns than typical Eastern ones despite some traditional elements."
380051217,West,East,False,NA,high,"Very strong traditional religiosity combined with low tolerance for homosexuals and drug users, emphasis on order and authority (support for strong leader, experts, obedience), relatively right-leaning economic views, and mixed trust patterns align more with contemporary Eastern European value profiles than Western ones."
246050107,West,West,True,NA,medium,"Secular but not anti-religious views, strong support for individual autonomy in morality (high acceptance of homosexuality, abortion, divorce, euthanasia) combined with moderate-left economic views and relatively low emphasis on authority and strong leaders align more with Western European value patterns than typical Eastern ones."
616050332,East,West,False,NA,medium,"Strong secularism with very low religious belief and practice, high acceptance of homosexuality, post-materialist leanings, and relatively liberal views on justifiability of abortion/divorce/euthanasia/suicide align more with Western European value patterns despite some more order/authority-friendly attitudes."
31050266,East,East,True,NA,medium,"Very high personal religiosity with strict moral views (never justifiable for all behaviors), strong emphasis on obedience to parents and women’s rights in principle, low political interest and non-participation, plus relatively right-leaning economic views together fit an older, religious, traditional-but-not-authoritarian profile more typical of Eastern than Western Europe."
250051510,West,West,True,NA,medium,"Very low religiosity combined with liberal views on homosexuality/abortion, post‑materialist leanings, relatively high importance attached to democratic elections and civil rights, and moderate-left economic attitudes together fit better with West European value patterns than with the more traditionally religious and authority-oriented profiles typical in much of Eastern Europe."
804720852,East,East,True,NA,high,"Very strong religiosity with strict moral views, authoritarian leanings (preferring strong leader/experts, low confidence in most institutions but high importance attached to state-led redistribution and equality), and conservative social values together with relatively right-leaning economic views align much more with typical Eastern European value profiles than Western ones."
756051406,West,East,False,NA,high,"Strong personal religiosity alongside restrictive views on homosexuality, ambivalent attitudes toward democracy with relatively high acceptance of “army takes over” and strong leader, and low electoral participation combined with moderate-left economic views align much more closely with contemporary Eastern than Western European value patterns."
528051314,West,West,True,NA,medium,"Very high tolerance of homosexuality and liberal views on abortion, divorce, euthanasia combined with low importance of religion but regular ritual attendance, plus relatively high acceptance of strong democracy and moderate-right economic views, together form a pattern more characteristic of Western than Eastern Europe."
620051196,West,East,False,NA,medium,"Strong family- and work-centered traditionalism with low religiosity but conservative gender views, high support for strong leadership and state authority alongside right-leaning economic views and relatively low tolerance for immigrants fits post-socialist Eastern European patterns more than Western ones."
268050619,East,East,True,NA,high,"Strong personal religiosity combined with restrictive moral views, high support for income inequality incentives and strong leaders, relatively low tolerance toward outgroups, and low institutional trust are patterns much more typical for Eastern than Western Europe."
642050276,East,East,True,NA,high,"Strong religiosity combined with traditional family/gender views, relatively low tolerance for homosexuals, emphasis on order over post‑material values, and low institutional trust align much more with contemporary Eastern European value patterns than Western European ones."
578050424,West,West,True,NA,medium,"Strong pro-democratic, egalitarian and anti-authoritarian views with high political-system satisfaction, relatively liberal stance on homosexuality and abortion, and modest religiosity align more with West European value profiles than typical East European patterns despite somewhat conservative social attitudes and low tolerance for certain groups."
826070607,West,East,False,NA,high,"Strong personal religiosity with low tolerance for outgroups, high support for social order (e.g., army takeover less rejected, strong leaders/experts), skepticism about elections and media fairness, and more right-leaning economic views together align much more with contemporary Eastern European value profiles than Western ones."
616050330,East,West,False,NA,medium,"Strong post-materialist and pro-democratic orientations (elections essential, civil rights, women’s equal rights, low acceptance of army rule), combined with very right‑leaning economic views (market/incentives, anti-state ownership) and low church importance but tolerant stance on some personal freedoms, fit better with older Western European patterns than with more statist, collectivist, and often more religious Eastern profiles of that generation."
70050453,East,East,True,NA,high,"Strong pro-democracy and redistribution attitudes, high acceptance of religious law in politics, low tolerance for outgroups, high support for death penalty, and relatively high church salience combined with right-leaning economics but strong state role all align much more with contemporary Eastern European value profiles than Western ones."
752051028,West,West,True,NA,medium,"Very secular and atheist with low importance of God, relatively high acceptance of homosexuality and liberal stances on many justifiable behaviors, combined with moderately right-leaning economic views, higher valuation of free speech and democracy, and only moderate support for strong authority, together align more with Western than Eastern European value profiles."
826050282,West,West,True,NA,medium,"Strong egalitarian gender views, acceptance of euthanasia/divorce, pro-competition/pro-incentives economics, and very high emphasis on electoral democracy and women’s equal rights align more with Western than Eastern European value patterns despite relatively low interpersonal trust and some authoritarian-leaning attitudes."
643721769,East,East,True,NA,medium,"Relatively high religiosity with belief in hell/heaven but only moderate importance of God, economically right-leaning yet critical of cheating and bribery while accepting some “soft” norm violations, strong intolerance toward immigrants but acceptance of homosexuals, low political interest and organizational membership, and moderate satisfaction with the political system together form a pattern more typical of post-communist Eastern Europe than of Western Europe."
804050587,East,East,True,NA,medium,"Moderate religiosity with traditional family orientation, lower political interest and participation, relatively higher acceptance of strong authority, and mixed but not strongly liberal views on gender and moral issues together align more with typical Eastern than Western European value profiles."
31051429,East,East,True,NA,high,"Strongly religious but with low Church confidence, right-leaning economic views, lower tolerance toward immigrants/different race, high value on order and authority alongside high stated support for democracy together match common post‑communist Eastern European value patterns more than Western ones."
70050057,East,East,True,NA,high,"Strong pro-redistribution, high importance of God but low attendance, low institutional confidence and satisfaction with the political system, coupled with relatively conservative social views and low tolerance of out-groups, fit an Eastern European pattern more than a Western one."
100050124,East,East,True,NA,high,"Strongly left-egalitarian economic views, low satisfaction with the political system but very high principled support for core democratic features and civil rights, combined with low interpersonal trust and relatively high tolerance for some minor rule‑breaking while rejecting homosexuality, match common post-communist Eastern European attitudinal profiles more than Western ones."
100050281,East,East,True,NA,medium,"Very high personal religiosity combined with relatively traditional gender views (e.g., skepticism about working mothers and strong emphasis on obedience/authority in democracy perceptions) but moderate economic views and centrist left–right self‑placement align more with prevalent value patterns in Eastern than Western Europe."
616051287,East,East,True,NA,high,"Strong traditional religiosity with low acceptance of homosexuality, emphasis on order and state aid with low support for income equality, high acceptance of army takeover and religious interpretation of laws, and right-leaning economic views together align much more with contemporary Eastern European value profiles than Western ones."
51720117,East,East,True,NA,high,"Very high religiosity combined with strong support for redistribution and state intervention, high trust in churches and strong-leader preferences but low confidence in parties, plus strongly right-leaning economic self-placement yet pro-egalitarian democracy indicators, fits the value mix typical of Eastern rather than Western Europe."
804720389,East,East,True,NA,medium,"Very high religiosity combined with strong moral conservatism (especially on sexuality and abortion), relatively low tolerance for homosexuals and drug users, preference for order/authority over participation, and low political interest/engagement are more typical of older Eastern European value profiles than Western ones."
756052929,West,West,True,NA,medium,"Very low religiosity combined with strong democratic values, high acceptance of homosexuality and liberal attitudes on euthanasia/abortion align more with secular, liberal Western Europe than with generally more traditional, authority-oriented Eastern profiles."
826070686,West,West,True,NA,medium,"Very low religious practice but continued belief in God, strong support for democratic procedures and civil rights coupled with high rejection of authoritarian alternatives, and relatively permissive views on sexuality and euthanasia align more with prevailing West European value patterns than with typical East European profiles."
112051389,East,East,True,NA,medium,"Low church attendance with non-religious identity but strong belief in God/afterlife, high emphasis on income equality and state role, distrust of institutions and elections, desire for a strong leader yet high abstract support for democracy, and left‑leaning economic views together align more with contemporary Eastern European value patterns than Western ones."
40050720,West,West,True,NA,medium,"Highly liberal-democratic attitudes (strong support for elections, civil rights, gender equality, low support for army/religious authority, moderate-left economics, and moderate trust) combined with low traditional religiosity despite religious identity align more with Western than Eastern European value patterns."
703050773,East,West,False,NA,medium,"Strongly post-materialist, pro-democratic, and egalitarian attitudes (high value on free elections, gender equality, skepticism of strong-leader/army rule), combined with secularism, low institutional confidence, moderate-left economics, and tolerant views on immigrants/homosexuals align more with Western than Eastern European value patterns despite some mixed signals."
276051759,West,West,True,NA,medium,"Strong pro-democracy and civil-rights orientation with very high importance of free elections and women’s rights, combined with relatively high political interest, petition/boycott readiness, and more market-oriented economic views fits typical Western European value patterns more than Eastern European ones."
428050012,East,West,False,NA,medium,"Strong individualist/liberal economic views, low religiosity, relatively high tolerance of homosexuality and euthanasia, and low trust/participation align more closely with Western European value patterns than with typical Eastern European profiles."
643050384,East,East,True,NA,high,"Strong emphasis on family and child obedience/responsibility, relatively authoritarian attitudes (high respect for authority, skepticism about reduced work centrality), low tolerance toward outgroups (immigrants, other races, homosexuals), low religiosity but conservative on abortion/divorce, and middling trust patterns together align much more with typical Eastern than Western European value profiles."
203720682,East,West,False,NA,medium,"Very liberal views on homosexuality, abortion, euthanasia and casual sex combined with low religiosity and relatively high acceptance of political/economic freedoms fit a Western European value profile more than the generally more traditional, religious, and authority-oriented patterns typical of Eastern Europe."
276050847,West,West,True,NA,medium,"Strong liberalism on sexuality and euthanasia, high democratic norms with rejection of religious law and army rule, secular identity despite some belief in God, and relatively individualist child qualities (independence, imagination, determination) together align more with typical Western European value patterns than Eastern ones."
112050769,East,East,True,NA,medium,"Strong support for income equality and state role (econ=1,1), relatively low democratic importance and only moderate valuation of free elections/civil rights, combined with high acceptance of strong leaders/experts and low social trust, align more with post-communist Eastern than Western European value patterns."
804051339,East,East,True,NA,high,"Strong religiosity with low tolerance of homosexuality and abortion, emphasis on good manners/thrift, more authoritarian and right-leaning economic views, moderate satisfaction with democracy but relatively high support for strong leaders together form a pattern much more typical of Eastern than Western Europe."
51720087,East,East,True,NA,medium,"Strong personal religiosity combined with moral conservatism, high support for income equality with strong preference for private ownership and competition, high value on order/strong leader yet strong emphasis on elections and democracy, and relatively restrictive tolerance patterns together align more closely with contemporary Eastern European attitudinal profiles than Western ones."
208050231,West,West,True,NA,medium,Very secular views combined with fully positive view of homosexuality and strong approval of abortion/divorce/euthanasia alongside relatively egalitarian gender attitudes and only moderate economic leftism align more with Western than Eastern European value patterns.
51051005,East,East,True,NA,high,"Strong religiosity combined with conservative views on homosexuality and gender roles, high support for income equality and state intervention, low institutional trust yet preference for a strong leader and experts, and very permissive attitudes toward corruption and fare evasion together form a profile much more typical of Eastern than Western Europe."
208052760,West,West,True,NA,medium,"Moderate religiosity with belief in God but low church attendance, strong support for democratic civil rights, gender equality and redistribution, combined with relatively tolerant views on homosexuality and abortion, align more with older Western European value profiles than with typical Eastern European patterns."
643720772,East,West,False,NA,medium,"Strong emphasis on expressive child qualities (tolerance, responsibility, good manners) alongside high support for redistributive/equality dimensions of democracy and egalitarian gender attitudes, combined with low religiosity and moderate support for competition, aligns more with contemporary Western European value patterns than with typical Eastern ones."
8050734,East,East,True,NA,high,"Very low religiosity but strong family focus, high support for income inequality and private ownership with distrust of political institutions yet high value on elections and democracy, plus relatively traditional views on justifiability and gender, together align more with contemporary Eastern than Western European value patterns."
703720348,East,East,True,NA,high,"Strongly traditional family orientation (high importance of family, divorce uniquely justifiable, rejection of homosexuality) combined with atheist identity and very low religious practice, high support for state redistribution and equality, and relatively authoritarian-leaning economic and social views align more with post-communist Eastern European patterns than with Western Europe."
804050716,East,East,True,NA,medium,"Strong personal religiosity with relatively traditional child qualities and moral views, combined with low tolerance toward out-groups, right-leaning economic attitudes, and limited civic participation, aligns more with contemporary Eastern European value patterns than with typical Western European ones."
8050595,East,East,True,NA,high,"Strong emphasis on family and God despite low religious practice, very low institutional trust and political-system satisfaction, egalitarian/pro-redistribution democratic ideals combined with socially conservative views and low tolerance of outgroups align closely with typical Eastern European value patterns."
348051145,East,East,True,NA,high,"Strong traditional religiosity (weekly+ attendance, full belief set, God “absolutely important”) combined with very negative views on homosexuality/abortion, emphasis on children’s duty/responsibility to parents, and relatively right-leaning politics together form a profile much more typical of Eastern than Western Europe."
380051759,West,East,False,NA,high,"Strong personal religiosity with low tolerance for homosexuality and drug users, emphasis on children’s obedience/responsibility, mixed but somewhat order/authority‑oriented political attitudes, and relatively moderate economic views together match typical Eastern rather than Western European value profiles."
724051041,West,East,False,NA,high,"Strong family centrality with traditional child qualities, very low tolerance for outgroups and minorities, relatively high support for strong authority and experts over democratic procedures, low participation, and an intermediate-but-not-secular religious profile together align more with typical Eastern than Western European value patterns."
203720465,East,East,True,NA,high,"Strong secularism with almost no religious belief but still relatively high trust in churches, combined with right-leaning economic views, scepticism about democracy’s redistributive role, relatively high acceptance of political authority alongside low generalized political interest and limited civic engagement, matches common Eastern European value profiles more than Western ones."
643720680,East,East,True,NA,medium,"Low religiosity but still moderate importance of God, relatively high acceptance of abortion/divorce/euthanasia yet intolerance toward some out-groups and preference for strong leadership with skepticism about fully liberal-democratic traits together align more with contemporary Eastern European value patterns than Western ones."
276720518,West,West,True,NA,medium,"The respondent is personally religious but tolerant on sexuality and euthanasia, prioritizes free speech over order and shows post-materialist leanings, supports democracy and is active in civic/political groups, and holds comparatively low deference to traditional authority structures—patterns more typical of Western than Eastern Europe."
703050528,East,East,True,NA,high,"Strong traditional religiosity combined with extremely low tolerance toward outgroups, low support for liberal democratic essentials (elections, equal rights), high support for a strong leader and expert rule, and modest-left economic views together form a profile characteristic of contemporary Eastern rather than Western Europe."
620050946,West,West,True,NA,medium,"Strong democratic and civil-rights orientation with rejection of religious legal authority, relatively liberal views on homosexuality and gender, high importance of leisure alongside work, and more individualistic attitudes toward authority and childrearing fit Western European value patterns more than typical Eastern profiles."
528721763,West,East,False,NA,high,"Very low church attendance but self-identified religious with traditional beliefs in hell/heaven, relatively low tolerance for out-groups (immigrants, homosexuals), moderate support for strong authority and order over participation, and centrist–right economic views together align more with typical Eastern than Western European value profiles."
528720687,West,West,True,NA,high,"Strong religiosity with low church attendance, very liberal on sexuality and abortion, pro-democratic and anti-authoritarian attitudes, and relatively high social trust together point much more clearly to a Western than an Eastern European value profile."
528050231,West,West,True,NA,medium,"Very low religiosity with strong support for gender equality and homosexuality, relatively post-materialist and libertarian views, and moderate trust in institutions collectively align more with Western than Eastern European value patterns despite some mixed signals on democracy and political efficacy."
724051125,West,East,False,NA,high,"Strong left-leaning economic egalitarianism combined with low trust in police/parties, high support for expert rule but rejection of strong leaders, low religiosity with high importance of social-welfare aspects of democracy, and restrictive social tolerance together align much more with post-socialist Eastern European value profiles than with Western European ones."
380050515,West,West,True,NA,medium,"Very high tolerance for homosexuality and casual sex, relatively egalitarian gender views on parenting but strong belief that university is more important for boys and that preschool children suffer with working mothers, combined with low religiosity, moderate trust, and centrist economic views, together align more with Western than Eastern European value patterns."
620050878,West,East,False,NA,medium,"Moderate religion with low practice, higher support for obedience/authority over liberal democracy (army takeover acceptable, religious law somewhat valued, low priority to free elections and civil rights, skepticism towards homosexuals and immigrants) and relatively high satisfaction with a less liberal system align more with older Eastern European value patterns than with typical Western profiles."
642720133,East,East,True,NA,medium,"Strongly religious, morally absolutist, and very restrictive on personal freedoms (e.g., homosexuality, abortion, euthanasia) combined with high support for paternalistic/authoritarian arrangements (army takeover, religious interpretation of law, income equalization, rulers’ obedience) and relatively moderate left-right views align more with contemporary Eastern European value profiles than Western European ones."
642720411,East,East,True,NA,high,"Very high religiosity with strict moral conservatism (everything “never justifiable,” low tolerance for out‑groups), strong preference for a strong leader/experts over democracy and low post‑materialism together form a profile much more typical of Eastern than Western Europe."
51051461,East,East,True,NA,high,"Strong theistic, church-trusting, anti-abortion/anti-homosexuality profile combined with relatively low political interest, weak civic participation, emphasis on order/authority and skepticism toward elections is much more typical of Eastern than Western European value patterns."
705050965,East,West,False,NA,medium,"Very secular views with no belief in God but strong support for egalitarian, liberal-democratic principles (e.g., tax the rich, equal incomes, equal rights for women, tolerance of homosexuality) and left-leaning economic attitudes align more with Western European value profiles than typical Eastern ones, despite some distrust in institutions."
642051385,East,East,True,NA,high,"Very high religiosity with strict moral views (against homosexuality, abortion, casual sex), strong emphasis on family, support for a strong leader/experts over democratic procedures, high economic right-leaning preferences but low institutional confidence, and relatively low generalized trust together align more with contemporary Eastern European value patterns than Western ones."
112050258,East,East,True,NA,high,"Very high personal religiosity with strong rejection of homosexuality and abortion, emphasis on obedience and traditional authority (low value on democracy, support for income equality and state intervention, low institutional trust) together align much more closely with typical Eastern than Western European value patterns."
616051040,East,East,True,NA,high,"Strong emphasis on religion and God yet low religious practice, very low institutional and political-system confidence combined with high support for redistributive/egalitarian aspects of democracy, authoritarian leanings on “strong leader,” and restrictive social/moral attitudes (especially towards outgroups and homosexuality) together align much more with older Eastern European value profiles than with Western ones."
528720411,West,West,True,NA,high,"Very secular/atheist profile combined with strong support for homosexuality, divorce, euthanasia and civil liberties, relatively low confidence in churches and traditional authority, and more egalitarian–liberal gender views match Western European value patterns much more than typical Eastern ones."
380052047,West,West,True,NA,medium,"Very secular profile with low practice and importance of God but high acceptance of homosexuality, strong emphasis on individual democratic rights and civil liberties, pro-democracy views and relatively low traditionalism on gender roles together align more with West European than East European attitude patterns."
705050623,East,West,False,NA,medium,"Very low religious practice but strong personal belief in God, liberal views on homosexuality/abortion/divorce/euthanasia, post-materialist priorities and high valuation of democratic procedures combined with distrust of authority and institutions fit better with secular, liberal Western European attitudinal patterns than with more traditional, authority-respecting Eastern profiles."
380051467,West,West,True,NA,medium,"Moderate religiosity with relatively high tolerance of homosexuality and euthanasia, support for free elections and civil rights, more right-leaning economic views, and only moderate emphasis on obedience and traditional authority fit better with a Western European value pattern than with the typically more socially conservative, authority-oriented Eastern profile."
643720936,East,East,True,NA,medium,"Strong emphasis on traditional authority (support for army takeovers, obedience, men as better leaders, low acceptance of homosexuality), relatively high church confidence but moderate personal religiosity, low trust and low tolerance patterns, and right-leaning economic egalitarianism combined with materialist priorities align more with contemporary Eastern European value profiles than Western ones."
