uniqid,model,actual,predicted,correct,domain,confidence,reasoning
352050154,glm-5,West,West,True,trust; authority and autonomy,high,"High democracy importance, supports women's rights, accepts homosexuality and abortion, low institutional trust."
380051217,glm-5,West,East,False,political legitimacy; authority and autonomy,high,"Strong religious faith, prefers strong leader, low tolerance, traditional moral values."
246050107,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, accepts homosexuality, abortion, divorce, values free elections."
616050332,glm-5,East,West,False,trust; authority and autonomy,high,"High tolerance for homosexuality, abortion, euthanasia; low religious belief; high democracy importance."
31050266,glm-5,East,West,False,trust; authority and autonomy,high,"High trust in family, values independence, accepts homosexuals, never justifies behaviors."
250051510,glm-5,West,West,True,trust; political legitimacy,high,"High democracy importance, low institutional trust, liberal on homosexuality, low general trust."
804720852,glm-5,East,West,False,trust; political legitimacy,high,"High general trust, strong democracy support, rejects political violence, low institutional confidence."
756051406,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, values freedom of speech, accepts homosexuality, low obedience."
528051314,glm-5,West,West,True,trust; family,high,"High general trust, accepts homosexuality, supports gender equality, justifies abortion and divorce."
620051196,glm-5,West,West,True,political legitimacy; family,high,"Supports gender equality, accepts homosexuality, high democracy rating, low trust in strangers."
268050619,glm-5,East,East,True,trust; authority and autonomy,high,"Low trust in strangers, rejects all justifiable behaviors, values obedience, intolerant of immigrants."
642050276,glm-5,East,West,False,political legitimacy; authority and autonomy,high,"Rejects army takeover, supports democracy, low obedience, accepts divorce."
578050424,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, supports democracy, rejects religious authority, accepts homosexuality."
826070607,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, accepts homosexuality, supports gender equality, low obedience value."
616050330,glm-5,East,East,True,political legitimacy; authority and autonomy,high,"Prefers strong leader, experts govern, low tolerance, traditional values."
70050453,glm-5,East,West,False,trust; authority and autonomy,high,"Low tolerance, supports strong leader, accepts euthanasia, low general trust."
752051028,glm-5,West,West,True,trust; authority and autonomy,high,"Low general trust, high tolerance for homosexuality, abortion, divorce, secular identity."
826050282,glm-5,West,East,False,political legitimacy; authority and autonomy,high,"Prefers order over freedom, rejects homosexuals, low tolerance, supports strong leader."
643721769,glm-5,East,East,True,trust; family and gender,medium,"Low tolerance for different race, immigrants. Low trust in strangers. Traditional gender views. Religious."
804050587,glm-5,East,West,False,trust; family,high,"High general trust, accepts all neighbor groups, rejects obedience, supports abortion and divorce."
31051429,glm-5,East,West,False,trust; authority and autonomy,high,"High general trust, low tolerance of immigrants, opposes political violence, values obedience."
70050057,glm-5,East,West,False,trust; authority and autonomy,high,"High trust in strangers, accepts homosexuality and abortion, rejects religious authority in democracy."
100050124,glm-5,East,West,False,political legitimacy; trust,high,"Strong democratic values, high general trust, never attends religious services."
100050281,glm-5,East,West,False,trust; family,medium,"High trust in strangers, tolerant attitudes, moderate democracy ratings, accepts all neighbor types."
616051287,glm-5,East,West,False,trust; authority and autonomy,high,"Low trust in strangers, rejects obedience, rejects income equality, accepts euthanasia."
51720117,glm-5,East,West,False,political legitimacy; authority and autonomy,high,"Strong democratic satisfaction, high free speech priority, rejects traditional gender roles."
804720389,glm-5,East,West,False,trust; political legitimacy,high,"High general trust, strong democracy support, rejects political violence, intolerant of homosexuality."
756052929,glm-5,West,West,True,trust; authority and autonomy,high,"High tolerance for homosexuality, abortion, divorce. Low trust in strangers. Accepts immigrants."
826070686,glm-5,West,West,True,political legitimacy; authority and autonomy,high,"Strong leader rejected, democratic system preferred, homosexuality fully justifiable, low obedience valued."
112051389,glm-5,East,West,False,political legitimacy; family,high,"Prefers democratic institutions, rejects traditional gender roles, low institutional confidence."
40050720,glm-5,West,West,True,political legitimacy; trust,high,"Supports democracy, rejects army takeover, trusts family, accepts abortion, divorce, euthanasia."
703050773,glm-5,East,East,True,political legitimacy; trust,high,"Low political satisfaction, low institutional trust, traditional gender views, negative immigration view."
276051759,glm-5,West,West,True,trust; family,high,"High general trust, accepts homosexuality, supports gender equality, endorses democracy."
428050012,glm-5,East,West,False,trust; authority and autonomy,high,"Low general trust, rejects immigrants, low political participation, accepts euthanasia."
643050384,glm-5,East,West,False,trust; authority and autonomy,medium,"High trust in family, low tolerance for immigrants, low tolerance for homosexuals, accepts heavy drinkers."
203720682,glm-5,East,West,False,trust; authority and autonomy,high,"High tolerance for homosexuality, prostitution, abortion, divorce, euthanasia, casual sex. Low political violence acceptance."
276050847,glm-5,West,West,True,trust; authority and autonomy,high,"High social trust, low tolerance of political violence, egalitarian gender views, high democracy importance."
112050769,glm-5,East,West,False,family; authority and autonomy,high,"Rejects traditional gender roles, high tolerance for homosexuality, values independence, low trust in strangers."
804051339,glm-5,East,West,False,trust; authority and autonomy,medium,"High general trust, rejects obedience, accepts homosexuality as parents, low religious importance."
51720087,glm-5,East,East,True,political legitimacy; authority and autonomy,high,"Strong leader preferred, low tolerance, religious, traditional values, low political participation."
208050231,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, supports homosexual parents, high justifiability of abortion, divorce, euthanasia."
51051005,glm-5,East,East,True,political legitimacy; authority and autonomy,high,"Prefers strong leader, low tolerance for homosexuals, accepts army takeover, traditional gender views."
208052760,glm-5,West,West,True,trust; family,high,"High general trust, accepts divorce, abortion, euthanasia, rejects obedience, values tolerance."
643720772,glm-5,East,West,False,trust; authority and autonomy,medium,"High general trust, tolerant of all groups, low obedience, never attends religious services."
8050734,glm-5,East,West,False,political legitimacy; trust,high,"Values free speech, rejects army takeover, high democracy importance, low general trust."
703720348,glm-5,East,West,False,trust; family,high,"High general trust, accepts divorce fully, low tolerance for rule-breaking, egalitarian gender views."
804050716,glm-5,East,East,True,trust; authority and autonomy,high,"Low tolerance, low trust, values obedience, rejects homosexuality, abortion, divorce."
8050595,glm-5,East,East,True,political legitimacy; trust,high,"Low political trust, prefers strong leader, low tolerance, traditional values."
348051145,glm-5,East,East,True,family; authority and autonomy,high,"Strong religious faith, low tolerance, traditional gender views, opposes homosexuality."
380051759,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, accepts homosexuality, values imagination, low authority preference."
724051041,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, high tolerance for homosexuality, abortion, euthanasia, low obedience valued."
203720465,glm-5,East,West,False,trust; authority and autonomy,high,"Low trust in family, high tolerance for homosexuality, abortion, divorce, secular."
643720680,glm-5,East,West,False,trust; tolerance,medium,"Low tolerance for minorities, never attends religious services, low institutional confidence."
276720518,glm-5,West,West,True,trust; authority and autonomy,high,"High democracy importance, supports gender equality, low obedience value, high euthanasia acceptability."
703050528,glm-5,East,West,False,political legitimacy; trust,high,"High political satisfaction, strong democratic preference, high general trust, low tolerance."
620050946,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, accepts homosexuals, atheist, low confidence in institutions, supports gender equality."
528721763,glm-5,West,West,True,trust; family and gender,medium,"High general trust, accepts homosexuality, rejects obedience, tolerant of immigrants."
528720687,glm-5,West,West,True,trust; authority and autonomy,high,"High tolerance for homosexuality, abortion, divorce; low trust in institutions; accepts strangers."
528050231,glm-5,West,West,True,trust; authority and autonomy,high,"High tolerance for homosexuality, abortion, euthanasia. Low trust in strangers. Values independence, imagination, tolerance."
724051125,glm-5,West,West,True,political legitimacy; trust,high,"High tolerance for homosexuality, abortion, euthanasia. Low trust in strangers. Strong democratic values."
380050515,glm-5,West,West,True,trust; authority and autonomy,high,"High general and group trust, values independence, accepts homosexuality, low immigration support."
620050878,glm-5,West,West,True,trust; authority and autonomy,high,"High trust in family and neighborhood, accepts abortion and divorce, low tolerance for political violence."
642720133,glm-5,East,East,True,political legitimacy; authority and autonomy,high,"Prefers strong leader, experts, low political action, strict moral views."
642720411,glm-5,East,East,True,political legitimacy; authority and autonomy,high,"Strong leader preferred, low tolerance, all behaviors unjustifiable, low immigration support."
51051461,glm-5,East,West,False,trust; authority and autonomy,high,"High tolerance for tax evasion, rejects army takeover, low trust in strangers."
705050965,glm-5,East,West,False,trust; authority and autonomy,high,"High tolerance, supports gender equality, accepts homosexuality, abortion, divorce, low institutional confidence."
642051385,glm-5,East,East,True,political legitimacy; authority and autonomy,high,"Prefers strong leader, experts, low tolerance for immigrants, rejects homosexuality."
112050258,glm-5,East,East,True,political legitimacy; trust,high,"Low democracy importance, low institutional confidence, low general trust, intolerant of immigrants."
616051040,glm-5,East,West,False,political legitimacy; trust,high,"High general trust, low institutional confidence, accepts homosexuality and abortion, low obedience value."
528720411,glm-5,West,West,True,justifiable behaviors; family and gender,high,"High acceptance of homosexuality, abortion, divorce, euthanasia, rejects traditional gender roles."
380052047,glm-5,West,West,True,trust; authority and autonomy,high,"High general trust, supports homosexuality and abortion, prefers strong leader."
705050623,glm-5,East,West,False,trust; authority and autonomy,high,"High general trust, supports homosexuality and abortion, rejects obedience, values freedom of speech."
380051467,glm-5,West,West,True,trust; authority and autonomy,high,"High democracy importance, low tolerance, moderate trust, accepts euthanasia."
643720936,glm-5,East,West,False,trust; family,high,"Low general trust, accepts homosexuals as parents, rejects gender equality in politics."
