uniqid,source_file,actual,predicted,correct,domain,confidence,reasoning
with_religion:8050050,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Non-practicing believer, strong traditional morality, strong order preference, low immigration acceptance, high democracy importance"
with_religion:8050209,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Weekly religious identity, God central, abortion and homosexuality unjustifiable, strong obedience, strong leader acceptable"
with_religion:8050619,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Low religious practice, strong family duty, low protest readiness, low tolerance, moderate democracy support"
with_religion:8051194,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, tolerant of homosexuality, supports democracy strongly, accepts immigration, rejects religious legal authority"
with_religion:8050219,batch_output_chunk_1.jsonl,West,East,False,religion;political legitimacy,high,"Religious, punitive, low institutional trust, dissatisfied with politics, strong democracy support, limited tolerance"
with_religion:8050262,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Secular, tolerant of homosexuality and euthanasia, distrustful of institutions, supports free elections and democracy"
with_religion:8051133,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional morality, order over participation, distrust institutions, skeptical on immigration, strong family focus"
with_religion:8050238,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Atheist identity, high God importance, strong LGBT acceptance, supports democracy, low institutional confidence"
with_religion:8051098,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional morality, low tolerance for homosexuality, strong democracy support, moderate institutional trust"
with_religion:8050651,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on homosexuality, strong order preference, low institutional trust, low protest participation"
with_religion:8051369,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Non-practicing but God-central believer, strong obedience, low protest, high democracy support, low trust"
with_religion:8050016,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious but low practice, supports democracy and civil rights, tolerant of immigrants, moderate gender traditionalism"
with_religion:8050414,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional on homosexuality, strong family duty, low immigration support, order over participation, low protest propensity"
with_religion:8050347,batch_output_chunk_1.jsonl,West,West,True,authority and autonomy;political legitimacy,medium,"supports free elections, democracy important, low church confidence, tolerant to homosexuality, pro-immigration"
with_religion:8051339,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, moderate on homosexuality, supports democracy, low protest engagement, moderate immigration acceptance, institutional trust"
with_religion:8050169,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"strong belief in God, low attendance, supports euthanasia and death penalty, low protest participation"
with_religion:8050232,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Strong belief in God, low attendance, traditional family duties, low institutional trust, skeptical democracy"
with_religion:8051290,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Non-practicing but religious, moderate on homosexuality and abortion, supports democracy, positive immigration, distrusts institutions"
with_religion:8051102,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, tolerant of homosexuality, supports free elections, civil rights, income equality, distrusts elections"
with_religion:8051390,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"secular attendance, strong belief in God, strict moral views, egalitarian gender attitudes, pro-immigration"
with_religion:8051002,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, God central, low abortion support, supports democracy, distrusts strong leaders, tolerant immigration"
with_religion:8051366,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional on homosexuality, order over participation, distrustful, low protest, skeptical elections, family-centered"
with_religion:8050944,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"High God importance, low religious practice, traditional family views, low political participation, order prioritization"
with_religion:8050412,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong belief in God, low attendance, traditional family focus, order priority, low institutional trust"
with_religion:8050498,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Strong belief in God, low religious practice, order priority, low protest readiness, traditional morality"
with_religion:8051391,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Non-practicing but God-central believer, low protest potential, strong order, low institutional trust"
with_religion:8051069,batch_output_chunk_1.jsonl,West,East,False,religion;family,medium,"Religious, God central, traditional family focus, low institutional confidence, order over participation, young"
with_religion:8050717,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Weekly religious, God central, homosexuality never justifiable, strong order preference, low protest participation"
with_religion:8050290,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Accepts homosexuality, supports free elections, low religious belief, positive immigration, supports euthanasia, abortion"
with_religion:8050808,batch_output_chunk_1.jsonl,West,East,False,religion;family,high,"Strong theistic belief, God central, traditional family values, strict sexual morality, order-focused politics"
with_religion:8050465,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Nonreligious but God central, traditional on homosexuality, low protest potential, strong leader acceptable, anti-immigration"
with_religion:8051092,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"High God importance, weekly worship, low homosexuality acceptance, strong order priority, strong leader skepticism"
with_religion:8050673,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional gender views, strong order preference, low tolerance minorities, high family trust"
with_religion:8051300,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Highly religious, homosexuality fully acceptable, supports free elections, democracy essential, trusts police, accepts immigration"
with_religion:8050888,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"highly religious, strong obedience and responsibility for children, low protest participation, strong leader support"
with_religion:8050757,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional family values, low tolerance minorities, distrust institutions, supports strong leader, skeptical immigration"
with_religion:8050783,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"religious, moderate God importance, supports free elections, civil rights, gender equality, moderate homosexuality acceptance"
with_religion:8050116,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Strong religious belief, strict moral views, low protest activity, high support for strong authority"
with_religion:8050932,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong belief in God, low religious practice, order over participation, low institutional trust, punitive ethics"
with_religion:8050375,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong belief in God, low religious practice, traditional family duties, low immigration support, strong order preference"
with_religion:8050562,batch_output_chunk_1.jsonl,West,West,True,authority and autonomy;political legitimacy,medium,"Strong support for democracy, low church confidence, secular beliefs, egalitarian gender views, pro-immigration"
with_religion:8051041,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Nonreligious identity, strict moral codes, strong order and equality preferences, low protest participation, low institutional trust"
with_religion:8050902,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional on obedience and authority, low tolerance for homosexuality, strong order and equality preferences"
with_religion:8050478,batch_output_chunk_1.jsonl,West,West,True,political legitimacy;authority and autonomy,medium,"supports free elections, civil rights, democracy, accepts homosexuality, supports immigration, low church attendance"
with_religion:8050102,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on sexuality, supports strong army rule, low political satisfaction, limited protest engagement"
with_religion:8051028,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Strong belief in God, traditional gender roles, low tolerance for minorities, order over freedoms"
with_religion:8051139,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Nonreligious identity, high God importance, low political action, low institutional trust, restrictive immigration, traditional family norms"
with_religion:8050044,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Nonreligious identity, low attendance, strong support for homosexuality, strong democratic norms, gender equality"
with_religion:8051418,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Highly religious, traditional on homosexuality and abortion, low protest participation, strong authority acceptance, low democracy satisfaction"
with_religion:8050600,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional child qualities, low protest potential, strong leader support, distrust elections, high democracy importance"
with_religion:8050707,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional gender views, low tolerance for homosexuality, strong family duty, supports strong leader"
with_religion:8050523,batch_output_chunk_1.jsonl,West,West,True,authority and autonomy;political legitimacy,medium,"Strong support for democracy, free elections, civil rights, gender equality, low institutional trust"
with_religion:8050193,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong religious belief, strict moral views, low tolerance for homosexuality, low political participation, order-focused"
with_religion:8051314,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"highly religious, traditional morality, low protest participation, order over voice, skeptical of strong leaders"
with_religion:8050364,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, low tolerance minorities, strong family duty, skeptical elections, supports income equality, democracy essential"
with_religion:8050655,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, tolerant of immigration, supports free elections and equal rights, low institutional trust, anti-authoritarian"
with_religion:8050644,batch_output_chunk_1.jsonl,West,East,False,religion;family,medium,"high importance of God, religious beliefs, traditional family values, low tolerance homosexuality, abortion ambivalence"
with_religion:8051167,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Secular identity, moderate God importance, supports homosexuality, high democracy importance, distrusts churches, supports euthanasia"
with_religion:8050340,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong belief in God, weekly importance, rejects homosexuality, supports death penalty, low immigration acceptance"
with_religion:8050585,batch_output_chunk_1.jsonl,West,East,False,political legitimacy;authority and autonomy,medium,"low political satisfaction, low institutional trust, strong democracy support, low protest engagement, traditional morality"
with_religion:8050245,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, low God importance, supports democracy, rejects political action, tolerant to immigrants, anti-homosexuality"
with_religion:8051119,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"secular attendance, God central, strict on homosexuality and abortion, supports elections, distrusts army rule"
with_religion:8050586,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Non-practicing but strongly believing, traditional on homosexuality and abortion, strong child duty, order-focused politics"
with_religion:8050999,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Nonreligious identity, rare attendance, high God importance, egalitarian gender views, strong democratic principles"
with_religion:8050066,batch_output_chunk_1.jsonl,West,East,False,political legitimacy;authority and autonomy,medium,"low institutional trust, supports strong leader, low democracy satisfaction, low redistribution support, low religiosity"
with_religion:8050307,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Non-practicing believer, traditional on homosexuality and abortion, strong child obedience, limited protest participation"
with_religion:8051189,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional on homosexuality, strong authority support, low institutional trust, low protest participation"
with_religion:8050378,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Nonreligious but God central, traditional family duty, strong order preference, low protest, low trust"
with_religion:8051401,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"high religious belief, low tolerance homosexuality, strong child duty, order priority, low immigration support"
with_religion:8051193,batch_output_chunk_1.jsonl,West,West,True,political legitimacy;authority and autonomy,medium,"supports free elections, civil rights, gender equality, political participation, distrusts army rule, tolerant to immigrants"
with_religion:8050204,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, strict moral views, strong order preference, distrust elections, traditional gender views, low protest orientation"
with_religion:8050426,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on family, low political action, low institutional trust, skeptical on elections"
with_religion:8050033,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"atheist identity, never attends church, strong obedience, low autonomy, strong order, egalitarian economics"
with_religion:8050611,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional morality, strong order preference, low institutional trust, skeptical of strong leaders"
with_religion:8050383,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Weekly religious, God central, rejects abortion and homosexuality, supports democracy, opposes strong leader"
with_religion:8051214,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Atheist identity, God important, low tolerance minorities, strong order preference, low democracy satisfaction"
with_religion:8051387,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong theistic belief, high God importance, low tolerance minorities, order priority, low protest participation"
with_religion:8051328,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on homosexuality and abortion, strong authority preference, low protest engagement, moderate institutional trust"
with_religion:8051024,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong belief in God, low religious practice, traditional family values, order over freedoms, low tolerance"
with_religion:8050772,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on sexuality, low political action, moderate democracy support, moderate institutional trust"
with_religion:8051234,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Low tolerance minorities, strong obedience and authority, traditional gender views, religious yet low attendance"
with_religion:8050568,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong theistic belief, high God importance, order over participation, low protest readiness, traditional morality"
with_religion:8051129,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, supports democracy, tolerant to homosexuality and immigration, rejects political violence, moderate gender traditionalism"
with_religion:8050221,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong belief in God, low religious attendance, traditional morality, strong authority support, high democracy importance"
with_religion:8051228,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Strong theistic belief, strict sexual norms, traditional gender roles, order over participation, low protest orientation"
with_religion:8050536,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Secular but God-important, strong obedience preference, low protest, strict moral views, pro-immigration"
with_religion:8051032,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"highly religious, strict moral views, low protest participation, strong filial duty, skeptical of democracy"
with_religion:8050876,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on sexuality, strong family duty, order over participation, distrust elections, democracy idealized"
with_religion:8051318,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Weekly religious, God central, rejects religious law, supports democracy, distrusts strong leaders, restrictive morality"
with_religion:8050620,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, God central, low acceptance of homosexuality, supports democracy, opposes army rule, positive immigration"
with_religion:8050597,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Atheist identity, low religious belief, supports euthanasia, low political action, moderate democratic importance"
with_religion:8051394,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"weekly attendance, God central, traditional on obedience, skeptical of strong leaders, supports expert governance"
with_religion:8050064,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, traditional family focus, low minority tolerance, order over freedoms, distrust institutions, anti-immigration"
with_religion:8051005,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"highly religious, traditional child qualities, low tolerance homosexuality, strong family duty, low political satisfaction"
with_religion:8051305,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, low acceptance of homosexuality, supports democracy, distrusts parties, opposes political violence, moderate immigration"
with_religion:8050533,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Nonreligious identity yet high God importance, low tolerance, strong order preference, low political satisfaction"
with_religion:8050989,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Secular but believes in God, supports gender equality, supports democracy, low political action, moderate tolerance"
with_religion:8050666,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on homosexuality and abortion, strong equality focus, distrustful, supports strong redistribution, older male"
with_religion:8050241,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Secular, permissive on sexuality and abortion, supports democracy, low institutional confidence, moderate traditional family views"
with_religion:8051117,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Strong theistic belief, traditional family duty, skeptical of homosexuality, supports strong leaders, low protest engagement"
with_religion:8050185,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"High God importance, low religious practice, low political action, low institutional trust, egalitarian gender views"
with_religion:8050494,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"Religious, traditional on sexuality, low political action, strong leader support, distrustful, democracy highly valued"
with_religion:8050031,batch_output_chunk_1.jsonl,West,West,True,religion;authority and autonomy,medium,"Religious, God central, low acceptance of homosexuality, supports democracy, opposes political violence, low protest engagement"
with_religion:8050057,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Religious, low tolerance homosexuality, strong obedience, strong democracy support, low protest, older cohort"
with_religion:8051158,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"weekly religious, God central, abortion accepted, homosexuality rejected, strong child duty, low protest participation"
with_religion:8051168,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,high,"Non-practicing but strongly believing, traditional on homosexuality and abortion, low protest, strong leader acceptable"
with_religion:8050355,batch_output_chunk_1.jsonl,West,East,False,religion;authority and autonomy,medium,"religious, traditional on homosexuality, low political action, low institutional trust, skeptical about immigration"
