uniqid,actual,predicted,correct,domain,confidence,reasoning
724051125,West,West,True,authority and autonomy;political legitimacy,medium,"supports free elections, supports civil rights, low church confidence, low police confidence, accepts immigration, secular, supports homosexuality"
380050515,West,West,True,religion;authority and autonomy,low,"secular, tolerant of homosexuality, supports gender equality, distrusts immigration"
620050878,West,West,True,religion;authority and autonomy,medium,"secular identity, rare attendance, tolerant on homosexuality, supports strong leader"
642720133,East,East,True,religion;authority and autonomy,medium,"religious, strict on behaviors, low political action, democracy prioritized, young"
642720411,East,East,True,religion;authority and autonomy,high,"weekly church, God central, strict morals, low tolerance, anti-immigration"
51051461,East,East,True,religion;authority and autonomy,medium,"weekly attendance, God central, traditional morals, skeptical of protests, egalitarian gender views"
705050965,East,West,False,religion;authority and autonomy,medium,"atheist, low religious practice, supports homosexuality, egalitarian gender views, democratic values"
642051385,East,East,True,religion;authority and autonomy,high,"weekly attendance, strong belief in God, low homosexuality acceptance, traditional abortion views, strong family importance, low political system satisfaction, strong leader support"
112050258,East,East,True,religion;authority and autonomy,high,"weekly religious practice, God central, traditional morals, order prioritized, distrust institutions"
616051040,East,West,False,religion;authority and autonomy,low,"secular identity, low church confidence, tolerant homosexuality, supports democracy, older age"
528720411,West,West,True,family;authority and autonomy,medium,"secular, liberal on sexuality, supports democracy, distrusts churches, gender-egalitarian, low immigration support"
380052047,West,West,True,religion;authority and autonomy,medium,"secular identity, tolerant of homosexuality, supports democracy, accepts political action"
705050623,East,West,False,religion;authority and autonomy,medium,"secular attendance, God important, liberal sexuality, supports democracy, distrust institutions"
380051467,West,West,True,religion;authority and autonomy,medium,"weekly church, God important, tolerant homosexuality, supports abortion, supports euthanasia"
643720936,East,East,True,religion;authority and autonomy,medium,"moderate religious practice, low tolerance homosexuality, strong hierarchy, low protest propensity"
