uniqid,chunk,actual,predicted,correct,domain,confidence,reasoning
8051314,1,East,West,False,authority and autonomy;political legitimacy,medium,"strong democracy support, low political action, strict moral views, positive immigration, gender-egalitarian attitudes"
8050364,1,East,West,False,authority and autonomy;political legitimacy,medium,"rejects homosexuality, supports democracy and civil rights, trusts family, low political participation, young"
8050655,1,East,West,False,family;authority and autonomy,medium,"high family importance, tolerant of immigrants, supports gender equality, low political participation, distrusts institutions"
8050644,1,East,East,True,family;authority and autonomy,medium,"Traditional family focus, conservative on homosexuality, supports strong leaders, limited protest, moderate institutional trust"
8051167,1,East,East,True,political legitimacy;authority and autonomy,medium,"low political satisfaction, strong leader support, high democracy importance, strong euthanasia support, moderate homosexuality acceptance"
8050340,1,East,East,True,family;authority and autonomy,medium,"Traditional gender views, strong family duty, low tolerance minorities, strong order focus, punitive attitudes"
8050585,1,East,East,True,political legitimacy;authority and autonomy,high,"low institutional trust, supports redistribution, distrusts elections, low political efficacy, traditional morality"
8050245,1,East,West,False,family;authority and autonomy,medium,"prioritizes family, traditional child qualities, supports democracy, low political action, positive immigration view"
8051119,1,East,West,False,authority and autonomy;political legitimacy,medium,"supports free elections, supports equal rights for women, tolerant to immigration, low institutional confidence"
8050586,1,East,East,True,family;authority and autonomy,medium,"traditional child qualities, conservative on behaviors, moderate democracy support, low trust, positive immigration"
8050999,1,East,East,True,political legitimacy;authority and autonomy,medium,"strong support income redistribution, low institutional trust, low system satisfaction, traditional gender views"
8050066,1,East,East,True,political legitimacy;authority and autonomy,medium,"low political satisfaction, low institutional trust, supports strong leader, low equality emphasis, traditional gender views"
8050307,1,East,East,True,family;authority and autonomy,medium,"traditional family focus, obedience valued, homosexuality rejected, strong child duty norms, limited protest engagement"
8051189,1,East,East,True,family;authority and autonomy,medium,"Strong family focus, traditional child obedience, low protest participation, high democracy support, low institutional trust"
8050378,1,East,East,True,political legitimacy;authority and autonomy,medium,"low political satisfaction, strong leader support, low protest willingness, high death penalty support, traditionalism"
8051401,1,East,East,True,family;authority and autonomy,high,"traditional gender views, low tolerance homosexuality, strong family duty, order priority, low political participation"
8051193,1,East,West,False,political legitimacy;authority and autonomy,medium,"supports democracy and free elections, distrusts army rule, high protest readiness, pro-immigration, egalitarian gender views"
8050204,1,East,East,True,family;authority and autonomy,medium,"Strong family focus, traditional child obedience, strict moral codes, order priority, low political satisfaction"
8050426,1,East,East,True,family;authority and autonomy,medium,"strong family focus, traditional child qualities, low political action, low institutional trust, older age"
8050033,1,East,East,True,authority and autonomy;political legitimacy,high,"strong order, strong leader support, low political action, strict moral views, high redistribution support"
8050611,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order preference, low institutional trust, strict moral views, traditional gender attitudes, democratic ideals"
8050383,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong obedience and hierarchy, low protest acceptance, high equality support, moderate institutional distrust"
8051214,1,East,East,True,family;authority and autonomy,medium,"strong family focus, traditional child qualities, low tolerance minorities, order priority, low political participation"
8051387,1,East,East,True,authority and autonomy;political legitimacy,medium,"low tolerance minorities, strong family duty, high democracy importance, low political participation, older cohort"
8051328,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order, income equality, obedience preferences, low protest, distrust courts, supports strong leader"
8051024,1,East,East,True,family;authority and autonomy,medium,"traditional family values, low tolerance homosexuality, strong order preference, low institutional trust, skeptical immigration"
8050772,1,East,East,True,family;authority and autonomy,medium,"Traditional child obedience, low protest acceptance, strong family focus, low political satisfaction, low permissiveness"
8051234,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong obedience, low tolerance minorities, order priority, strong leader support, high democracy importance"
8050568,1,East,East,True,family;authority and autonomy,medium,"Strong family focus, traditional child qualities, order priority, strong leader support, low protest engagement"
8051129,1,East,West,False,family;authority and autonomy,medium,"high family importance, tolerant to homosexuality, supports gender equality, supports democracy, positive immigration attitude"
8050221,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and equality focus, low tolerance minorities, high institutional trust, traditional morality"
8051228,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order preference, low political action, traditional gender views, low institutional trust, strict morality"
8050536,1,East,East,True,authority and autonomy;political legitimacy,medium,"Strong order, low civil rights importance, low political action, strict morality, hierarchical family norms"
8051032,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order preference, low political action, strict moral views, traditional family focus, distrust institutions"
8050876,1,East,East,True,family;authority and autonomy,medium,"Traditional family importance, strong filial duty, low tolerance homosexuality, strong order focus, skeptical elections"
8051318,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and price focus, low protest willingness, traditional morality, skeptical elections, egalitarian democracy"
8050620,1,East,West,False,family;authority and autonomy,medium,"tolerant to immigration, supports homosexual parents, rejects strong leaders, supports democracy, moderate traditional morality"
8050597,1,East,West,False,family;authority and autonomy,medium,"high family importance, tolerant of homosexuality, supports euthanasia, low political action, positive immigration attitude"
8051394,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong duty to family, supports strong leader, low democracy satisfaction, restrictive neighbour tolerance, religious child qualities"
8050064,1,East,East,True,family;authority and autonomy,medium,"strong family focus, traditional child qualities, low political action, low institutional trust, anti-immigration"
8051005,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and obedience preference, low protest willingness, high democracy support, low institutional trust"
8051305,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and equality focus, low political action, low institutional trust, traditional morality"
8050533,1,East,East,True,authority and autonomy;political legitimacy,medium,"low political satisfaction, strong democracy importance, traditional on homosexuality, low protest participation, low institutional trust"
8050989,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and strong leader preference, low protest participation, traditional abortion views, moderate trust"
8050666,1,East,West,False,authority and autonomy;political legitimacy,medium,"supports gender equality, high democracy importance, accepts immigration, opposes strong leader, moderate institutional trust"
8050241,1,East,West,False,authority and autonomy;political legitimacy,medium,"strong support for democracy, high civil rights importance, tolerant of homosexuality, low institutional confidence"
8051117,1,East,East,True,family;authority and autonomy,medium,"Strong family duty, traditional gender views, low tolerance homosexuality, supports strong leader, high death penalty approval"
8050185,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong family focus, low political action, low institutional trust, high democracy importance, traditional morality"
8050494,1,East,East,True,political legitimacy;authority and autonomy,medium,"strong order and strong leader support, low political participation, strict moral views, traditional gender attitudes"
8050031,1,East,West,False,authority and autonomy;political legitimacy,medium,"high democratic support, low strong-leader support, moderate gender equality, moderate welfare views, low protest participation"
8050057,1,East,East,True,authority and autonomy;political legitimacy,high,"strong order priority, low protest acceptance, high democracy importance, traditional family focus, low tolerance"
8051158,1,East,West,False,family;authority and autonomy,medium,"Egalitarian on gender, supports democracy, tolerant of homosexuality, low political action, moderate institutional trust"
8051168,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and price focus, low protest willingness, traditional family norms, high democracy support"
8050355,1,East,East,True,political legitimacy;authority and autonomy,medium,"strong order focus, low political satisfaction, distrust institutions, traditional gender views, low activism"
8050870,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong obedience, low protest acceptance, high democracy importance, low political satisfaction, traditional morality"
8050272,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order priority, low political action, high leader support, traditional gender views, low institutional trust"
8051118,1,East,West,False,family;authority and autonomy,medium,"Egalitarian gender views, democratic norms essential, low obedience, moderate homosexuality acceptance, high family importance"
8051382,1,East,West,False,authority and autonomy;trust,medium,"supports democracy, distrusts institutions, tolerant of homosexuality and immigration, high family trust, opposes authority"
8050844,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong family duty, low institutional trust, order not prioritized, democracy essential, cautious political participation"
8050248,1,East,East,True,political legitimacy;authority and autonomy,medium,"strong order priority, low institutional trust, strong democracy support, restrictive morals, moderate immigration support"
8051025,1,East,East,True,authority and autonomy;family,medium,"strong order and obedience focus, low political satisfaction, strong democracy support, traditional morality"
8051091,1,East,West,False,family;authority and autonomy,medium,"Strong family focus, liberal on homosexuality and euthanasia, supports democracy, positive immigration view"
8050582,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order preference, low protest willingness, supports income equality, tolerant to immigration, young"
8051427,1,East,East,True,family;authority and autonomy,medium,"Traditional family focus, anti-homosexuality, strong obedience, low institutional trust, supports strong leader, redistribution"
8050100,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order priority, low protest willingness, low institutional trust, traditional views, skeptical immigration"
8050431,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order preference, low political action, high institutional confidence, traditional child qualities, skeptical elections"
8050847,1,East,East,True,family;authority and autonomy,medium,"Traditional family focus, low institutional trust, strong order preference, restrictive on behaviors, positive immigration"
8050199,1,East,West,False,authority and autonomy;political legitimacy,medium,"strong support for democracy, egalitarian taxation, equal incomes, high immigration support, low political action"
8051094,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong support for economic redistribution, strong order preference, low protest, traditional morality, moderate trust"
8050848,1,East,East,True,family;authority and autonomy,medium,"Traditional child obedience, strong parental duty, low protest participation, strong leader support, high death penalty support"
8050325,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and price stability preference, low political satisfaction, traditional morality, high democracy importance"
8051116,1,East,East,True,family;authority and autonomy,medium,"Traditional family focus, low political action, low institutional trust, strong order preference, conservative morality"
8050680,1,East,West,False,family;authority and autonomy,medium,"high family importance, traditional child obedience, strong democracy support, positive immigration, low institutional confidence"
8050576,1,East,East,True,authority and autonomy;political legitimacy,medium,"low institutional trust, strong support for democracy, low political satisfaction, traditional family focus"
8051211,1,East,East,True,political legitimacy;trust,medium,"low institutional trust, dissatisfied with politics, strong democracy support, high family trust, positive immigration attitude"
8050893,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong state redistribution support, low tolerance minorities, low institutional trust, strong family focus"
8050775,1,East,West,False,authority and autonomy;political legitimacy,medium,"strong support for democracy, egalitarian gender views, tolerant on homosexuality, distrust institutions, supports immigration"
8050671,1,East,East,True,political legitimacy;authority and autonomy,medium,"low political satisfaction, strong democracy support, low institutional trust, strong obedience norms, low protest engagement"
8051409,1,East,East,True,authority and autonomy;family,medium,"Strong order and equality preferences, low tolerance, traditional morals, high family importance, skeptical institutions"
8050683,1,East,East,True,family;authority and autonomy,high,"strong traditional family focus, low tolerance homosexuality, high death penalty support, negative immigration attitude"
8051068,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong support for income equality, strong order preference, low protest, traditional morality, high religiosity indicators"
8050549,1,East,West,False,family;authority and autonomy,medium,"strong family focus, traditional morality, supports democracy, tolerant of immigration, rejects religious legal authority"
8050933,1,East,East,True,family;authority and autonomy,medium,"strong family focus, traditional child obedience, low protest willingness, high democracy importance, low institutional trust"
8050454,1,East,West,False,authority and autonomy;political legitimacy,medium,"supports democracy, distrusts parties and courts, tolerant of prostitution, positive immigration, opposes strong leaders"
8050692,1,East,West,False,authority and autonomy;political legitimacy,medium,"strong democratic principles, egalitarian gender views, low institutional trust, strict moral codes, pro-immigration"
8050773,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order priority, low protest potential, traditional morality, high democracy importance, moderate institutional trust"
8050515,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and obedience preference, low institutional trust, strong democracy support, restrictive morals"
8050059,1,East,East,True,political legitimacy;authority and autonomy,medium,"strong order priority, low protest willingness, strong leader support, traditional gender views, high redistribution support"
8051011,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order preference, low political satisfaction, low institutional trust, traditional gender views, low activism"
8050824,1,East,West,False,authority and autonomy;political legitimacy,medium,"supports democracy, rejects religious law, tolerant to homosexuality, supports gender equality, distrusts authorities"
8050860,1,East,West,False,authority and autonomy;trust,medium,"high democracy support, egalitarian gender views, tolerant of homosexuality, positive immigration view, low institutional trust"
8050946,1,East,East,True,political legitimacy;authority and autonomy,medium,"low political satisfaction, strong order preference, low institutional trust, traditional gender views, punitive attitudes"
8050024,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong order and equality preferences, low political action, traditional morality, moderate institutional trust"
8050108,1,East,East,True,authority and autonomy;political legitimacy,medium,"high order priority, low autonomy for children, low institutional trust, strong courts trust"
8050416,1,East,East,True,authority and autonomy;political legitimacy,medium,"low political participation, strong leader support, low homosexuality acceptance, traditional gender views, low trust"
8050731,1,East,East,True,family;authority and autonomy,medium,"Traditional family focus, strong filial duty, skeptical of homosexuality, low protest participation, democracy prioritized"
8050789,1,East,East,True,authority and autonomy;political legitimacy,medium,"strong state redistribution support, low minority tolerance, high immigration support, low institutional trust"
8051175,1,East,East,True,authority and autonomy;trust,medium,"strong order preference, low institutional trust, restrictive homosexuality views, high immigration support, religious child qualities"
8050811,1,East,East,True,family;authority and autonomy,medium,"traditional family focus, conservative on homosexuality, supports abortion and euthanasia, low political participation"
8050942,1,East,West,False,authority and autonomy;trust,medium,"strong democratic norms, egalitarian gender views, high institutional skepticism, high immigration support, strong family trust"
8050947,1,East,East,True,family;authority and autonomy,medium,"traditional family focus, low tolerance homosexuality, supports strong punishment, low political action, moderate democracy satisfaction"
8050968,1,East,East,True,family;authority and autonomy,medium,"traditional family focus, strong parental duty, low tolerance homosexuality, strong order preference, low protest engagement"
8051263,1,East,West,False,family;authority and autonomy,medium,"strong family focus, traditional child qualities, low political action, supports democracy, positive immigration view"
