uniqid,model,actual,predicted,correct,domain,confidence,reasoning
112051389,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"values family, supports democracy, tolerates minorities"
40050720,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, tolerance low, institutional confidence moderate"
703050773,llama-3.3-70b-versatile,East,East,True,family; political legitimacy,medium,"low trust, strong family, low political satisfaction"
276051759,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, trusts people, tolerates homosexuality"
428050012,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"high family importance, low tolerance for immigrants, high trust in institutions"
643050384,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, trusts people, tolerates homosexuals"
203720682,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, trusts people, tolerates homosexuals"
276050847,llama-3.3-70b-versatile,West,West,True,family; trust,high,"family important, trusts people, tolerates homosexuals"
112050769,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"values family, tolerates homosexuals, prioritizes freedom of speech"
804051339,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, tolerance low, institutional confidence moderate"
51720087,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"high family importance, low tolerance, traditional gender roles"
208050231,llama-3.3-70b-versatile,West,West,True,family; trust,high,"values family, trusts people, supports gender equality"
51051005,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"values family, tolerates immigrants, trusts people"
208052760,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, trusts people, tolerates homosexuals"
643720772,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, tolerance high, trust in family"
8050734,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"values family, prioritizes freedom of speech, trusts institutions"
703720348,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, trusts people, tolerates homosexuals"
804050716,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, tolerance low, trust in family high"
8050595,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, tolerance for homosexuals, low confidence in institutions"
348051145,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, trusts people, tolerates homosexuals"
380051759,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"values family, tolerates, trusts people, supports democracy"
724051041,llama-3.3-70b-versatile,West,East,False,family; political legitimacy,medium,"low tolerance, traditional family values, strong institutional confidence"
203720465,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, trusts people, tolerates homosexuals"
643720680,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"family important, trusts people, tolerates homosexuals"
276720518,llama-3.3-70b-versatile,West,West,True,family; political legitimacy,medium,"values family, supports democracy, trusts institutions"
703050528,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"values family, supports democracy, trusts institutions"
620050946,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"high democracy, gender equality, individual freedom"
528721763,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, tolerance mixed, trust in people"
528720687,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, trusts people, tolerates homosexuals"
528050231,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, trusts people, tolerates homosexuals"
724051125,llama-3.3-70b-versatile,West,West,True,family; political legitimacy,medium,"values family, supports democracy, trusts institutions"
380050515,llama-3.3-70b-versatile,West,West,True,family; trust,high,"values family, trusts people, tolerates neighbours"
620050878,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"values family, tolerates homosexuals, trusts people"
642720133,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"high family importance, moderate tolerance, low justifiable behaviors"
642720411,llama-3.3-70b-versatile,East,East,True,family; political legitimacy,medium,"low tolerance, traditional family values, low institutional confidence"
51051461,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"values family, tolerates homosexuals, trusts institutions"
705050965,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"values family, tolerates, trusts institutions, supports democracy"
642051385,llama-3.3-70b-versatile,East,West,False,family; political legitimacy,medium,"family important, tolerance for homosexuals, low trust in institutions"
112050258,llama-3.3-70b-versatile,East,East,True,family; political legitimacy,medium,"low institutional confidence, traditional family values, low political action"
616051040,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"high family importance, low institutional confidence, traditional child qualities"
528720411,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, tolerance for immigrants, low confidence in institutions"
380052047,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"high family importance, moderate trust, low tolerance for immigrants"
705050623,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"values family, tolerates homosexuals, trusts people"
380051467,llama-3.3-70b-versatile,West,West,True,family; trust,medium,"family important, trusts people, tolerates homosexuals"
643720936,llama-3.3-70b-versatile,East,West,False,family; trust,medium,"values family, tolerates immigrants, trusts institutions"
