uniqid,actual,predicted,correct,domain,confidence,reasoning
203720682,East,East,True,family; political legitimacy,medium,"Importance of family, acceptance of varied roles, moderate tolerance, limited trust in institutions."
31051429,East,East,True,family; religion; political legitimacy,medium,"Family is very important, religion has high importance, limited tolerance, lower institutional confidence."
804720389,East,East,True,family; political legitimacy,medium,"Importance in family, low gender equality, political discontent, moderate trust in institutions, accepting immigration impact."
643051417,East,East,True,religion; family; political legitimacy,medium,"Importance of family, low trust in neighbors, lower support for homosexuals, strong belief in God."
276050982,West,West,True,family; political legitimacy; trust,high,"Importance of family, acceptance of tolerance, low institutional confidence, high democracy perceptions."
191051175,East,West,False,family; political legitimacy,high,"Importance of family values, belief in democracy, low trust in institutions, religious attendance low."
203051109,East,East,True,family | trust,high,"Family is very important, low religious attendance, moderate trust in people."
233050658,East,East,True,family; political legitimacy,medium,"Family is very important, low trust in authorities, political system dissatisfaction, values individual responsibility."
440050012,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance for diversity, strong belief in democracy, low trust in institutions."
826072598,West,East,False,family; trust,high,"Family and religion important, low tolerance, trust issues with neighbours, immigration viewed positively."
616050019,East,East,True,family; political legitimacy,high,"Importance of family, low trust in political actions, acceptance of traditional values."
51720808,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance, low political involvement, strong religious belief, high democracy perception."
112051266,East,East,True,family; political legitimacy,medium,"Importance on family, low acceptance of immigrants, political dissatisfaction, moderate trust in institutions."
703050014,East,East,True,family; political legitimacy,medium,"Strong family focus, low tolerance, lack of political engagement, trust in institutions, positive immigration impact."
826051461,West,East,False,family | trust | political legitimacy,medium,"High importance on family, low tolerance for diversity, low institutional confidence, and limited political trust."
380051154,West,East,False,family | political legitimacy | trust,medium,"Family importance, low political trust, moderate religious attendance."
352050025,West,East,False,family; political legitimacy,medium,"Importance of family is high, political participation indicates lower confidence in democracy, trust in institutions relatively strong."
276051759,West,West,True,family | political legitimacy | trust,medium,"Family importance, low gender equality belief, high democracy perception, moderate political trust."
703720791,East,East,True,family; trust,medium,"Low importance on family, low trust in institutions, lack of tolerance for diversity."
8050595,East,East,True,family; political legitimacy,high,"Family and child qualities important, low tolerance for diversity, low political engagement, limited trust in institutions."
203051768,East,East,True,family; religion,high,"Family important, trust in family moderate, low religious attendance, low immigration acceptance."
380051994,West,East,False,religion; family; political legitimacy,high,"Low tolerance, low trust, high importance of family and religion, limited democratic engagement."
440050804,East,East,True,family; political legitimacy,medium,"Importance placed on family, low trust in political system, limited tolerance to diversity."
804051308,East,West,False,family; political legitimacy,medium,"High family importance, moderate tolerance, significant trust in institutions, importance of democracy."
528051620,West,East,False,family; political legitimacy,high,"Values importance of family, low tolerance for diversity, critical of political legitimacy, low religious attendance."
826051535,West,East,False,family; political legitimacy,high,"Importance on family, low tolerance, skepticism towards institutions, view on authority, trust in family."
705050157,East,East,True,family; political legitimacy,high,"Family importance, low tolerance, low trust, dissatisfaction with political system, high democratic values."
31050758,East,East,True,family; political legitimacy,high,"Importance on family, low religious participation, skepticism towards political institutions, low value on democracy."
100050709,East,East,True,family; political legitimacy,high,"Importance of family, low political action, low trust in institutions, negative immigration impact."
380051217,West,East,False,religion; family,high,"High importance of family, low tolerance, strong religious beliefs, low trust in various institutions."
643051395,East,East,True,religion; family,high,"Family important, accepts limited tolerance, cares about religion, supports state aid, positive on immigration."
804050053,East,West,False,family; political legitimacy,high,"Importance on family, acceptance of homosexual couples, high political satisfaction, trust in family."
724050043,West,West,True,family; political legitimacy,medium,"Importance of family, moderate trust, acceptance of various behaviors, mixed views on immigration."
616050330,East,East,True,family; political legitimacy,high,"Family prioritized, religion not important, low trust in institutions, mixed opinions on political legitimacy."
268051595,East,East,True,family; political legitimacy,high,"Family is very important, low tolerance for diversity, skepticism towards political systems."
31050252,East,East,True,family; political legitimacy,high,"Importance of family, low acceptance of homosexuals, strong political aims for order."
276721028,West,East,False,family; political legitimacy,high,"Strong family values, low tolerance, low political satisfaction, negative views on political actions."
642720133,East,East,True,religion; family; political legitimacy,high,"High importance of family and religion, low political trust, low acceptance of diversity."
8051242,East,East,True,family; political legitimacy,medium,"Importance on family values, low trust in institutions, critical views on political legitimacy."
31051751,East,West,False,religion; trust,high,"Family important, high political satisfaction, high trust, low child quality focus, low political action participation."
268050889,East,East,True,family; trust,high,"Importance of family, low confidence in institutions, acceptance of diverse groups, low religious attendance."
31050894,East,West,False,family; political legitimacy,medium,"Trust in family, high political system satisfaction, moderate importance of family and children's independence."
826072197,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance, high immigration acceptance, significant distrust in institutions."
752051155,West,East,False,family; trust,high,"Values importance of family, low tolerance towards others, low institutional confidence, low immigration positivity."
100051409,East,West,False,family; political legitimacy,high,"Importance on family, democracy perceptions strong, moderate religious involvement, varied political action engagement."
250051020,West,East,False,family; trust,high,"Family very important, low trust in institutions, limited tolerance towards immigrants."
352051469,West,West,True,family; political legitimacy,high,"Family important, low confidence in institutions, acceptance of diverse groups, support for democracy."
300720658,West,West,True,family; political legitimacy,high,"Importance of family, democracy values, acceptance of tolerance, institutional confidence."
250050495,West,East,False,family; political legitimacy,high,"Importance of family, low tolerance for diversity, strong religious beliefs, skepticism towards political institutions."
616051040,East,East,True,family; political legitimacy,high,"Importance on family, low tolerance, low institutional confidence, political discontent, weak trust in institutions."
620050878,West,East,False,family; trust,medium,"High importance of family, low importance of religion, modest trust in institutions."
826071308,West,West,True,family; political legitimacy; trust,medium,"Importance of family, low tolerance for diversity, relatively high trust in family."
380051311,West,East,False,family; political legitimacy,medium,"Importance on family, low tolerance for diversity, low trust in institutions, moderate democracy perception."
51051407,East,West,False,family; political legitimacy,high,"Importance on family, low acceptance of homosexuality, trust in family, high importance of democracy."
268051917,East,East,True,family; political legitimacy,high,"Importance of family, traditional views on gender roles, lower acceptance of diversity."
40051562,West,West,True,religion; family,high,"High importance of God, low acceptance of homosexuality, high individualism in family views."
724051041,West,West,True,family; political legitimacy; trust,medium,"Importance of family, low tolerance, moderate trust, weak political satisfaction, religious attendance infrequent."
756051406,West,West,True,family; political legitimacy,high,"High family importance, moderate political action, personal trust, low acceptance of immigration."
578050084,West,East,False,family | political legitimacy,high,"Importance on family, low acceptance of diversity, strong religious identity, political skepticism, low trust in institutions."
616051104,East,East,True,family; political legitimacy,medium,"Importance of family, limited tolerance, skepticism towards political leaders and institutions, moderate trust levels."
276050176,West,West,True,family; trust,high,"Family is very important, low tolerance, low trust in institutions, low confidence in political system."
756052212,West,East,False,family; political legitimacy,medium,"High importance on family, low tolerance for diversity, critical views on political system."
208051966,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance for diversity, critical views on political legitimacy."
31051427,East,East,True,trust; religion,medium,"Low trust in institutions, strong importance of religion, negative views on immigration, traditional gender roles."
276720796,West,East,False,family; trust,high,"Importance of family, low tolerance for diversity, moderate trust in institutions."
31051139,East,East,True,family; political legitimacy,high,"Importance of family, low tolerance, strong views on gender roles, lower political confidence."
233051303,East,East,True,family | political legitimacy,medium,"Importance of family, low trust in neighbors, mixed political action, moderate democracy support."
208050852,West,East,False,family; religion,high,"Family very important, low acceptance of homosexuals, low trust in institutions."
51050759,East,East,True,religion; political legitimacy,high,"High importance of religion, low political action, low trust in institutions, limited acceptance of diversity."
203050152,East,East,True,family; political legitimacy,high,"Family is very important, low child qualities mentioned, limited tolerance, high institutional distrust."
208053213,West,West,True,family; political legitimacy,high,"Importance on family and democracy, low tolerance for diverse groups, strong religious identity."
40050065,West,East,False,family; political legitimacy,medium,"Family important, low tolerance for diversity, strong support for political order, moderate trust in institutions."
703050904,East,East,True,family; trust; political legitimacy,high,"High family importance, low tolerance, low political action, low trust in institutions."
51720012,East,East,True,family; political legitimacy; trust,medium,"High importance on family, low trust in institutions, low acceptance of tolerance."
528051363,West,East,False,family; political legitimacy,medium,"High importance on family, low tolerance for diversity, skepticism towards political institutions."
804720803,East,East,True,family; trust,medium,"Importance of family, limited tolerance; low trust in institutions; dissatisfaction with political system."
643720062,East,East,True,family; political legitimacy; trust,medium,Importance on family; lower tolerance; limited trust in institutions; mixed views on democracy and immigration.
51050646,East,East,True,family; political legitimacy,high,"Importance of family, low political institutional confidence, religious identity present."
268050619,East,East,True,family; trust,high,"Importance of family, low general trust, conservative views on gender roles."
380050042,West,East,False,religion; family; political legitimacy,high,"Low importance of religion, mixed family views, moderate political legitimacy attitudes."
643720680,East,West,False,family | political legitimacy | trust,high,"Family and gender beliefs supportive, trust in family and neighbours, moderate political engagement."
40050720,West,East,False,family; political legitimacy,high,Importance of family; limited tolerance; need for order; less confidence in political system.
528720115,West,East,False,family; political legitimacy,high,"Family is very important, low tolerance for diversity, political leaders preferred."
756052776,West,East,False,family; political legitimacy,medium,"Family is very important, lower trust in others, acceptance of some diversity, mixed views on political action."
208052110,West,East,False,family | political legitimacy | trust,high,"Family very important, distrust in institutions, low acceptance of different lifestyles, strong political system satisfaction."
208050640,West,East,False,family; trust,high,"Importance of family, low acceptance of diversity, strong beliefs in authority, trust in family, religion not important."
40051643,West,East,False,family; political legitimacy,high,"High value on family, low tolerance for diversity, moderate political values, religion less important."
70050403,East,East,True,family; religion,high,"Family is very important, religion attendance is low, supports traditional values."
208050069,West,East,False,family; trust,high,"High family importance, low tolerance for diversity, limited support for democratic ideals."
428050484,East,East,True,family; political legitimacy,high,"Family important, low trust in institutions, unfavorable views on immigration."
380052047,West,East,False,family; political legitimacy,medium,"High importance on family, low tolerance for diversity, moderate political actions, low trust in institutions."
276721039,West,West,True,family; political legitimacy,high,"Low importance of religion, high trust in people, emphasis on family values and political participation."
268050316,East,East,True,religion; family; political legitimacy,high,"High importance of religion, low tolerance for different races, strong respect for family values."
528720235,West,East,False,family; political legitimacy,medium,"Low tolerance for diversity, moderate emphasis on family, limited institutional confidence."
643051747,East,East,True,family; political legitimacy,high,"High importance on family, low confidence in political institutions, low acceptance of diverse neighbors."
250051538,West,East,False,family | political legitimacy | trust,medium,"Importance on family, low tolerance to diversity, low trust in institutions, limited belief in democracy."
756050687,West,West,True,family; political legitimacy,high,"Importance of family, acceptance of religious identity, high democratic values, moderate immigration perception."
112051234,East,East,True,family; political legitimacy,high,"Family highly valued, low acceptance of diversity, low trust in institutions, support for authority."
380051554,West,East,False,family | political legitimacy | trust,medium,"Importance of family high, low tolerance for different races, distrust in institutions, strong emphasis on democracy."
246050964,West,East,False,family; trust,high,"High importance on family, low tolerance for diversity, moderate trust in institutions and people."
440050150,East,East,True,family; political legitimacy,high,"Family important, seek political legitimacy, limited institutional trust, low religiosity, moderate tolerance."
352050813,West,East,False,family; political legitimacy,medium,"Importance of family, low tolerance for diversity, limited trust in institutions."
380050197,West,East,False,family; political legitimacy,medium,High importance on family; low tolerance; weak institutional confidence.
8050961,East,East,True,family; political legitimacy,high,"Family important, low trust in institutions, authoritarian preferences, low tolerance for diversity."
191051221,East,West,False,family; political legitimacy,high,"Importance of family, acceptance of immigrants, high democracy perceptions, low support for traditional gender roles."
246050331,West,East,False,family; trust; political legitimacy,high,"Family and gender roles, low trust in institutions, and views on democracy suggest Eastern European orientation."
826050282,West,East,False,family; political legitimacy,high,"High importance on family, low political system satisfaction, limited tolerance toward minorities."
705050108,East,West,False,family; political legitimacy,medium,"Family is important, acceptance of diversity, trust in institutions, emphasizes democratic governance."
208052986,West,East,False,family | political legitimacy | trust | religion,high,"Family is very important, low acceptance of differences, distrust in institutions, low political satisfaction."
203050288,East,East,True,family; trust; political legitimacy,high,"Importance on family, low trust in institutions, and political system dissatisfaction."
250051841,West,East,False,family | political legitimacy,medium,"Family important, low tolerance, moderate political engagement, medium institutional trust, religion important."
276720721,West,East,False,family | political legitimacy | trust,medium,Valued family; low tolerance; high political legitimacy; low trust in institutions; religious identity not strong.
51720117,East,East,True,family; political legitimacy,high,"High importance on family, low tolerance on gender equality, distrust in political institutions."
804720772,East,East,True,family; religion,medium,"Importance of family, low trust in institutions, religious identity present, average importance of religion."
208052059,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance, limited trust in institutions, varied political action engagement."
100051237,East,East,True,family; trust,high,"Importance of family low, trust levels moderate, political legitimacy concerns high."
804050333,East,East,True,religion; family; political legitimacy,medium,"Low religious involvement, family roles traditional, limited acceptance of diversity, skepticism towards political institutions."
643050384,East,East,True,family; political legitimacy,high,"Family is very important, strong gender roles, low religious influence, skepticism towards institutions, moderate political engagement."
40050563,West,East,False,family; political legitimacy,high,"Importance on family, lower tolerance, mixed political views, significant religious beliefs."
804721000,East,West,False,family; political legitimacy,medium,"Tolerance for homosexuals, acceptance of independence, importance of family, democratic ideals, institutional trust."
348051077,East,East,True,family; political legitimacy,high,"High importance of family, low tolerance for diversity, strong belief in democracy and religion."
112050767,East,East,True,family; political legitimacy,medium,Importance of family; Low tolerance for differences; High political and democratic satisfaction.
642720817,East,East,True,religion; family; trust,high,"Low importance of religion, low family values, moderate immigration views, lower trust in institutions, high democracy importance."
112051123,East,East,True,family; political legitimacy,high,"High importance on family, low tolerance, strong disapproval of gender equality, supportive of political authority."
268050574,East,East,True,family; political legitimacy,high,"Low importance of political action, low tolerance, high importance of family values."
300721161,West,West,True,family; political legitimacy,high,"Family important, moderate tolerance, democratic values, preference for individualism, trust in institutions."
300720907,West,East,False,religion; family,high,"High importance of family, low political action, strong religion beliefs, supports traditional family roles."
807051017,East,East,True,family; political legitimacy,high,Low importance of family; strong distrust; poor confidence in institutions; low political satisfaction.
203051559,East,East,True,religion; trust,medium,"Low religious attendance, low trust in institutions, limited acceptance of diverse individuals."
643050881,East,East,True,family; political legitimacy,high,"Family important, low tolerance for diversity, low confidence in governmental institutions."
826071151,West,West,True,family; political legitimacy,high,"High importance on family, acceptance of diverse lifestyles, trust in institutions, democratic satisfaction."
804050587,East,West,False,family; trust,medium,"Family is important, trust in people and family high, low religious attendance and identity."
756052416,West,West,True,family; political legitimacy,high,"Family important, moderate political engagement, acceptance of diversity, high democracy importance, religious identity present."
705050676,East,West,False,family; political legitimacy; trust,high,"Family important, democratic values, high trust in family and neighbourhood, tolerant beliefs, low religious attendance."
724051125,West,East,False,family | political legitimacy,high,"Family important, low tolerance, limited political legitimacy views, low trust in institutions."
705050965,East,East,True,family; political legitimacy,high,"Low importance on family, weak support for political legitimacy, low institutional confidence."
807050106,East,East,True,religion; family; political legitimacy,high,"Family and religion important, low trust, strong views on democracy and political legitimacy."
752050928,West,West,True,family; political legitimacy,high,"Family is important, tolerance is low, political engagement is moderate, and trust is limited."
826050078,West,East,False,family; trust,high,"Importance on family, low tolerance for diversity, significant distrust in political institutions."
578050369,West,East,False,family; trust,high,"Importance of family, low trust in institutions, strong views on gender roles."
380050757,West,East,False,family; political legitimacy,high,"importance of family, low tolerance for diversity, skepticism towards political system and authority."
826051291,West,East,False,religion; family; trust,high,"Low family role importance, high trust issues, low religious attendance and belief, restricted tolerance towards diversity."
428050364,East,East,True,family; political legitimacy,medium,"Low importance on politics, low institutional confidence, mixed attitudes towards family roles."
276050499,West,East,False,family; political legitimacy,high,"Importance placed on family, lower tolerance for diversity, dissatisfaction with political system."
705050182,East,East,True,family; political legitimacy,high,Importance in family; low tolerance; strong stance on traditional gender roles.
643721376,East,East,True,family; political legitimacy,medium,"Importance of family, low confidence in institutions, low political legitimacy, moderate trust in people."
705050714,East,East,True,family; political legitimacy,medium,"Family is very important, low tolerance towards diverse groups, high political legitimacy preference, moderate religious identity."
112051389,East,West,False,family; political legitimacy,high,"Importance placed on family, independence valued, high democracy perception, trust in family and neighborhood."
51050100,East,West,False,family | political legitimacy | trust,medium,"Family important, support for democracy, trust in family, moderate immigration view."
620051162,West,East,False,religion; family; political legitimacy,high,"Importance of family, low tolerance, high religious attendance, low trust in institutions, negative views on immigration."
642721055,East,East,True,family; political legitimacy,high,"High importance on family, low acceptance of diversity, low institutional confidence, low political activism."
528720046,West,East,False,family; trust,high,"Family is very important, low trust in institutions, low tolerance for different groups."
100051007,East,East,True,family; political legitimacy,medium,"High family importance, low institutional confidence, mixed views on democracy and political actions."
268051159,East,West,False,family; political legitimacy; trust,high,"High importance on family, support for democracy, low institutional confidence, high trust in family."
804050336,East,East,True,family; trust,high,"Importance on family, low tolerance for difference, limited political engagement, low religious practice."
348050667,East,East,True,family; political legitimacy,high,"Values family highly, supports limited political participation, shows low trust in institutions."
724050690,West,East,False,family; political legitimacy,high,"High family importance, low tolerance, high religious belief, low trust in institutions."
528721612,West,East,False,family; trust,high,"Family important, low tolerance for diversity, distrust in institutions, low immigration acceptance."
268051622,East,East,True,family; political legitimacy,high,"Family is highly valued, low tolerance for diversity, cautious political engagement."
752050135,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance for diversity, lower trust in people, high religious beliefs."
643720861,East,West,False,religion | family | political legitimacy | trust,high,"Importance of family and religion, acceptance of different races, high trust in family and neighbours."
756052855,West,East,False,family; trust,medium,"Importance on family values, low tolerance for diversity, moderate trust in institutions."
268050592,East,East,True,family; political legitimacy,medium,"High importance on family, low tolerance for diverse groups, distrust in institutions."
643050959,East,West,False,family; political legitimacy,high,"Family important, low trust, moderate political activity, low religious attendance, value independence and hard work."
724050053,West,East,False,family; political legitimacy,high,"Importance of family, low trust in institutions, limited political engagement, and moderate views on immigration."
348050167,East,East,True,family; political legitimacy,high,"Importance on family, low tolerance towards diversity, negative attitudes towards political actions."
528721433,West,East,False,family; trust,high,"Family and children prioritized, low tolerance for diversity, low trust in others."
756050574,West,East,False,family; political legitimacy,high,"High importance on family, low tolerance for diversity, low political trust, less support for democratic principles."
208052583,West,West,True,family; political legitimacy,high,"High importance on family, low tolerance for diversity, moderate political trust."
112050769,East,East,True,family; political legitimacy,high,"Importance on family, low political trust, low acceptance of gender equality."
208050047,West,East,False,family; trust,high,"Importance of family, low tolerance levels, low trust in outsiders, strong religious identity."
440050739,East,West,False,family; political legitimacy,medium,"Family important, tolerance varies, believes in democracy, challenges to authority, low institutional trust."
578050424,West,West,True,family; political legitimacy,high,"Importance on family, low tolerance, high trust, democratic perceptions, high institutional confidence."
203720178,East,West,False,family; political legitimacy,medium,"Importance on family, child independence, democracy perception, institutional trust, low immigration impact."
40051506,West,East,False,family; trust,high,"High importance on family, low tolerance toward diversity, strong general trust in people."
756052971,West,East,False,family; political legitimacy,high,"Low family values, low tolerance, high importance of authority, moderate political dissatisfaction."
643050260,East,West,False,religion; political legitimacy,high,"Low importance of religion, high satisfaction with democracy, high trust in institutions."
826071487,West,West,True,religion; political legitimacy,high,"Family and friends important, low tolerance, low trust in authorities, strong religious beliefs."
112051033,East,East,True,family; political legitimacy,high,"Family important, low tolerance for diversity, trust in institutions, negative views on political system."
112050207,East,East,True,religion; family; political legitimacy,high,"Family is very important, low tolerance for diversity, high importance of religion, low political participation."
528051952,West,East,False,family; political legitimacy,medium,"Low importance on religion, high political dissatisfaction, limited tolerance for diversity."
703050773,East,East,True,religion; family; political legitimacy,high,"Low church attendance, low belief in God, low tolerance, support for traditional family values."
